"customer_id","total_rfm_score","rfm_category_combination","customer_segment"
"17656",9,"333","ACTIVE"
"17655",12,"444","LOYAL"
"17654",4,"211","CHURNED CUSTOMER"
"17653",9,"333","ACTIVE"
"17652",12,"444","LOYAL"
"17651",12,"444","LOYAL"
"17650",6,"411","NEW CUSTOMERS"
"17649",8,"233","POTENTIAL CHURNERS"
"17648",9,"333","ACTIVE"
"17647",6,"321","ACTIVE"
"17646",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17644",12,"444","LOYAL"
"17643",6,"222","POTENTIAL CHURNERS"
"17642",8,"233","POTENTIAL CHURNERS"
"17640",10,"334","CANNOT BE DEFINED"
"17639",7,"232","CANNOT BE DEFINED"
"17638",5,"122","CANNOT BE DEFINED"
"17637",7,"322","POTENTIAL CHURNERS"
"17636",6,"411","NEW CUSTOMERS"
"17635",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17634",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17633",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17631",11,"443","LOYAL"
"17630",6,"222","POTENTIAL CHURNERS"
"17629",12,"444","LOYAL"
"17628",5,"311","NEW CUSTOMERS"
"17627",3,"111","CHURNED CUSTOMER"
"17626",3,"111","CHURNED CUSTOMER"
"17625",12,"444","LOYAL"
"17624",10,"433","LOYAL"
"17623",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17622",6,"123","CHURNED CUSTOMER"
"17621",11,"434","LOYAL"
"17620",5,"311","NEW CUSTOMERS"
"17619",4,"211","CHURNED CUSTOMER"
"17618",12,"444","LOYAL"
"17617",4,"112","CHURNED CUSTOMER"
"17616",8,"233","POTENTIAL CHURNERS"
"17615",7,"232","CANNOT BE DEFINED"
"17614",6,"312","CANNOT BE DEFINED"
"17613",12,"444","LOYAL"
"17612",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17611",12,"444","LOYAL"
"17610",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17609",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17608",8,"332","ACTIVE"
"17607",4,"211","CHURNED CUSTOMER"
"17606",3,"111","CHURNED CUSTOMER"
"17605",3,"111","CHURNED CUSTOMER"
"17604",8,"233","POTENTIAL CHURNERS"
"17603",9,"333","ACTIVE"
"17602",12,"444","LOYAL"
"17601",6,"222","POTENTIAL CHURNERS"
"17600",6,"411","NEW CUSTOMERS"
"17599",3,"111","CHURNED CUSTOMER"
"17598",4,"112","CHURNED CUSTOMER"
"17597",9,"234","CANNOT BE DEFINED"
"17596",12,"444","LOYAL"
"17595",8,"422","ACTIVE"
"17594",10,"334","CANNOT BE DEFINED"
"17593",12,"444","LOYAL"
"17592",3,"111","CHURNED CUSTOMER"
"17591",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17590",10,"433","LOYAL"
"17589",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17588",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17587",3,"111","CHURNED CUSTOMER"
"17586",3,"111","CHURNED CUSTOMER"
"17585",9,"243","CANNOT BE DEFINED"
"17584",11,"434","LOYAL"
"17583",3,"111","CHURNED CUSTOMER"
"17582",8,"233","POTENTIAL CHURNERS"
"17581",12,"444","LOYAL"
"17580",7,"232","CANNOT BE DEFINED"
"17579",9,"432","ACTIVE"
"17578",9,"243","CANNOT BE DEFINED"
"17577",5,"122","CANNOT BE DEFINED"
"17576",12,"444","LOYAL"
"17575",3,"111","CHURNED CUSTOMER"
"17574",4,"211","CHURNED CUSTOMER"
"17573",7,"322","POTENTIAL CHURNERS"
"17572",9,"342","CANNOT BE DEFINED"
"17571",9,"333","ACTIVE"
"17570",3,"111","CHURNED CUSTOMER"
"17569",4,"211","CHURNED CUSTOMER"
"17568",5,"122","CANNOT BE DEFINED"
"17567",12,"444","LOYAL"
"17566",9,"423","CANNOT BE DEFINED"
"17565",3,"111","CHURNED CUSTOMER"
"17564",8,"422","ACTIVE"
"17563",5,"122","CANNOT BE DEFINED"
"17562",11,"443","LOYAL"
"17561",9,"432","ACTIVE"
"17560",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17559",3,"111","CHURNED CUSTOMER"
"17558",3,"111","CHURNED CUSTOMER"
"17557",9,"432","ACTIVE"
"17556",5,"221","POTENTIAL CHURNERS"
"17555",10,"433","LOYAL"
"17554",10,"433","LOYAL"
"17553",9,"234","CANNOT BE DEFINED"
"17552",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17551",4,"211","CHURNED CUSTOMER"
"17550",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17549",7,"421","NEW CUSTOMERS"
"17548",7,"232","CANNOT BE DEFINED"
"17547",6,"222","POTENTIAL CHURNERS"
"17545",9,"333","ACTIVE"
"17544",6,"123","CHURNED CUSTOMER"
"17543",3,"111","CHURNED CUSTOMER"
"17542",5,"221","POTENTIAL CHURNERS"
"17541",3,"111","CHURNED CUSTOMER"
"17540",10,"433","LOYAL"
"17539",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17538",5,"311","NEW CUSTOMERS"
"17537",7,"322","POTENTIAL CHURNERS"
"17536",6,"222","POTENTIAL CHURNERS"
"17535",4,"211","CHURNED CUSTOMER"
"17534",9,"333","ACTIVE"
"17533",3,"111","CHURNED CUSTOMER"
"17532",3,"111","CHURNED CUSTOMER"
"17531",8,"233","POTENTIAL CHURNERS"
"17530",12,"444","LOYAL"
"17529",6,"123","CHURNED CUSTOMER"
"17528",12,"444","LOYAL"
"17527",9,"333","ACTIVE"
"17526",12,"444","LOYAL"
"17525",8,"233","POTENTIAL CHURNERS"
"17524",7,"232","CANNOT BE DEFINED"
"17523",9,"432","ACTIVE"
"17522",10,"433","LOYAL"
"17521",9,"333","ACTIVE"
"17520",6,"312","CANNOT BE DEFINED"
"17519",12,"444","LOYAL"
"17518",4,"121","CHURNED CUSTOMER"
"17517",4,"211","CHURNED CUSTOMER"
"17516",10,"433","LOYAL"
"17515",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17514",6,"222","POTENTIAL CHURNERS"
"17513",9,"333","ACTIVE"
"17512",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17511",12,"444","LOYAL"
"17510",8,"422","ACTIVE"
"17509",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17508",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17507",6,"222","POTENTIAL CHURNERS"
"17506",5,"311","NEW CUSTOMERS"
"17505",9,"234","CANNOT BE DEFINED"
"17504",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17503",8,"422","ACTIVE"
"17502",9,"432","ACTIVE"
"17501",5,"221","POTENTIAL CHURNERS"
"17500",10,"433","LOYAL"
"17499",7,"223","POTENTIAL CHURNERS"
"17498",5,"311","NEW CUSTOMERS"
"17497",4,"121","CHURNED CUSTOMER"
"17496",8,"233","POTENTIAL CHURNERS"
"17495",8,"422","ACTIVE"
"17494",3,"111","CHURNED CUSTOMER"
"17493",3,"111","CHURNED CUSTOMER"
"17492",8,"233","POTENTIAL CHURNERS"
"17491",12,"444","LOYAL"
"17490",12,"444","LOYAL"
"17489",7,"322","POTENTIAL CHURNERS"
"17488",3,"111","CHURNED CUSTOMER"
"17487",3,"111","CHURNED CUSTOMER"
"17486",5,"212","CHURNED CUSTOMER"
"17484",4,"121","CHURNED CUSTOMER"
"17483",8,"332","ACTIVE"
"17482",5,"122","CANNOT BE DEFINED"
"17481",10,"433","LOYAL"
"17480",8,"323","ACTIVE"
"17479",4,"112","CHURNED CUSTOMER"
"17478",6,"123","CHURNED CUSTOMER"
"17477",6,"123","CHURNED CUSTOMER"
"17476",5,"122","CANNOT BE DEFINED"
"17475",5,"311","NEW CUSTOMERS"
"17474",5,"113","CANNOT BE DEFINED"
"17473",5,"122","CANNOT BE DEFINED"
"17472",8,"233","POTENTIAL CHURNERS"
"17471",3,"111","CHURNED CUSTOMER"
"17470",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17469",12,"444","LOYAL"
"17468",7,"421","NEW CUSTOMERS"
"17467",3,"111","CHURNED CUSTOMER"
"17466",8,"422","ACTIVE"
"17465",9,"144","SLIPPING AWAY, CANNOT LOSE"
"17464",7,"223","POTENTIAL CHURNERS"
"17463",12,"444","LOYAL"
"17462",7,"322","POTENTIAL CHURNERS"
"17461",9,"432","ACTIVE"
"17460",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17459",7,"322","POTENTIAL CHURNERS"
"17458",8,"422","ACTIVE"
"17457",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17456",7,"223","POTENTIAL CHURNERS"
"17455",4,"211","CHURNED CUSTOMER"
"17454",9,"243","CANNOT BE DEFINED"
"17453",8,"422","ACTIVE"
"17451",11,"443","LOYAL"
"17450",12,"444","LOYAL"
"17449",12,"444","LOYAL"
"17448",9,"144","SLIPPING AWAY, CANNOT LOSE"
"17447",7,"322","POTENTIAL CHURNERS"
"17446",5,"221","POTENTIAL CHURNERS"
"17444",9,"234","CANNOT BE DEFINED"
"17443",5,"212","CHURNED CUSTOMER"
"17442",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17441",3,"111","CHURNED CUSTOMER"
"17440",6,"231","POTENTIAL CHURNERS"
"17439",3,"111","CHURNED CUSTOMER"
"17438",8,"233","POTENTIAL CHURNERS"
"17437",5,"122","CANNOT BE DEFINED"
"17436",9,"432","ACTIVE"
"17435",3,"111","CHURNED CUSTOMER"
"17434",12,"444","LOYAL"
"17433",7,"322","POTENTIAL CHURNERS"
"17432",11,"443","LOYAL"
"17431",5,"212","CHURNED CUSTOMER"
"17430",8,"332","ACTIVE"
"17429",8,"233","POTENTIAL CHURNERS"
"17428",12,"444","LOYAL"
"17427",5,"311","NEW CUSTOMERS"
"17426",12,"444","LOYAL"
"17425",8,"422","ACTIVE"
"17423",9,"333","ACTIVE"
"17422",12,"444","LOYAL"
"17421",6,"123","CHURNED CUSTOMER"
"17420",9,"333","ACTIVE"
"17419",12,"444","LOYAL"
"17418",7,"322","POTENTIAL CHURNERS"
"17417",3,"111","CHURNED CUSTOMER"
"17416",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17415",6,"312","CANNOT BE DEFINED"
"17414",9,"333","ACTIVE"
"17413",5,"122","CANNOT BE DEFINED"
"17412",12,"444","LOYAL"
"17411",10,"433","LOYAL"
"17410",10,"433","LOYAL"
"17409",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17408",5,"221","POTENTIAL CHURNERS"
"17407",4,"112","CHURNED CUSTOMER"
"17406",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17405",9,"423","CANNOT BE DEFINED"
"17404",12,"444","LOYAL"
"17403",7,"322","POTENTIAL CHURNERS"
"17402",12,"444","LOYAL"
"17401",3,"111","CHURNED CUSTOMER"
"17400",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17398",6,"222","POTENTIAL CHURNERS"
"17397",10,"433","LOYAL"
"17396",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17395",3,"111","CHURNED CUSTOMER"
"17394",4,"211","CHURNED CUSTOMER"
"17393",5,"122","CANNOT BE DEFINED"
"17392",6,"222","POTENTIAL CHURNERS"
"17391",6,"222","POTENTIAL CHURNERS"
"17390",3,"111","CHURNED CUSTOMER"
"17389",12,"444","LOYAL"
"17388",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17387",8,"422","ACTIVE"
"17386",12,"444","LOYAL"
"17385",6,"411","NEW CUSTOMERS"
"17384",9,"432","ACTIVE"
"17383",7,"421","NEW CUSTOMERS"
"17382",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17381",12,"444","LOYAL"
"17380",5,"122","CANNOT BE DEFINED"
"17379",7,"412","CANNOT BE DEFINED"
"17378",4,"211","CHURNED CUSTOMER"
"17377",12,"444","LOYAL"
"17376",8,"332","ACTIVE"
"17375",7,"232","CANNOT BE DEFINED"
"17374",6,"222","POTENTIAL CHURNERS"
"17373",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17372",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17371",9,"432","ACTIVE"
"17370",8,"332","ACTIVE"
"17369",6,"123","CHURNED CUSTOMER"
"17368",12,"444","LOYAL"
"17367",4,"211","CHURNED CUSTOMER"
"17366",6,"123","CHURNED CUSTOMER"
"17365",12,"444","LOYAL"
"17364",12,"444","LOYAL"
"17363",6,"123","CHURNED CUSTOMER"
"17362",9,"243","CANNOT BE DEFINED"
"17361",8,"332","ACTIVE"
"17360",10,"433","LOYAL"
"17359",7,"421","NEW CUSTOMERS"
"17358",7,"232","CANNOT BE DEFINED"
"17357",8,"422","ACTIVE"
"17356",8,"233","POTENTIAL CHURNERS"
"17355",3,"111","CHURNED CUSTOMER"
"17354",10,"334","CANNOT BE DEFINED"
"17353",9,"234","CANNOT BE DEFINED"
"17352",3,"111","CHURNED CUSTOMER"
"17351",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17350",10,"433","LOYAL"
"17349",7,"232","CANNOT BE DEFINED"
"17348",12,"444","LOYAL"
"17347",5,"311","NEW CUSTOMERS"
"17346",12,"444","LOYAL"
"17345",11,"443","LOYAL"
"17344",7,"322","POTENTIAL CHURNERS"
"17343",8,"233","POTENTIAL CHURNERS"
"17342",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17341",8,"233","POTENTIAL CHURNERS"
"17340",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17339",7,"322","POTENTIAL CHURNERS"
"17338",12,"444","LOYAL"
"17337",8,"233","POTENTIAL CHURNERS"
"17336",3,"111","CHURNED CUSTOMER"
"17335",5,"122","CANNOT BE DEFINED"
"17334",6,"222","POTENTIAL CHURNERS"
"17333",6,"312","CANNOT BE DEFINED"
"17332",6,"132","CHURNED CUSTOMER"
"17331",4,"211","CHURNED CUSTOMER"
"17330",9,"432","ACTIVE"
"17329",10,"433","LOYAL"
"17328",3,"111","CHURNED CUSTOMER"
"17327",4,"121","CHURNED CUSTOMER"
"17326",4,"121","CHURNED CUSTOMER"
"17325",6,"222","POTENTIAL CHURNERS"
"17324",11,"443","LOYAL"
"17323",11,"443","LOYAL"
"17322",8,"233","POTENTIAL CHURNERS"
"17321",10,"433","LOYAL"
"17320",9,"234","CANNOT BE DEFINED"
"17319",3,"111","CHURNED CUSTOMER"
"17318",3,"111","CHURNED CUSTOMER"
"17317",10,"334","CANNOT BE DEFINED"
"17316",3,"111","CHURNED CUSTOMER"
"17315",12,"444","LOYAL"
"17314",12,"444","LOYAL"
"17313",8,"314","CANNOT BE DEFINED"
"17312",6,"222","POTENTIAL CHURNERS"
"17311",10,"334","CANNOT BE DEFINED"
"17310",6,"123","CHURNED CUSTOMER"
"17309",6,"321","ACTIVE"
"17308",7,"124","CANNOT BE DEFINED"
"17307",9,"144","SLIPPING AWAY, CANNOT LOSE"
"17306",12,"444","LOYAL"
"17305",5,"113","CANNOT BE DEFINED"
"17304",4,"121","CHURNED CUSTOMER"
"17303",4,"211","CHURNED CUSTOMER"
"17302",10,"433","LOYAL"
"17301",7,"421","NEW CUSTOMERS"
"17300",5,"122","CANNOT BE DEFINED"
"17299",10,"433","LOYAL"
"17298",8,"233","POTENTIAL CHURNERS"
"17297",6,"411","NEW CUSTOMERS"
"17296",3,"111","CHURNED CUSTOMER"
"17295",8,"332","ACTIVE"
"17294",5,"122","CANNOT BE DEFINED"
"17293",12,"444","LOYAL"
"17292",4,"121","CHURNED CUSTOMER"
"17291",5,"212","CHURNED CUSTOMER"
"17290",11,"443","LOYAL"
"17289",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17288",12,"444","LOYAL"
"17287",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17286",9,"432","ACTIVE"
"17285",5,"122","CANNOT BE DEFINED"
"17284",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17283",4,"211","CHURNED CUSTOMER"
"17282",9,"234","CANNOT BE DEFINED"
"17281",7,"232","CANNOT BE DEFINED"
"17280",3,"111","CHURNED CUSTOMER"
"17279",5,"311","NEW CUSTOMERS"
"17278",5,"221","POTENTIAL CHURNERS"
"17277",7,"223","POTENTIAL CHURNERS"
"17276",4,"112","CHURNED CUSTOMER"
"17275",3,"111","CHURNED CUSTOMER"
"17274",7,"322","POTENTIAL CHURNERS"
"17273",3,"111","CHURNED CUSTOMER"
"17272",9,"333","ACTIVE"
"17271",3,"111","CHURNED CUSTOMER"
"17270",5,"122","CANNOT BE DEFINED"
"17269",4,"112","CHURNED CUSTOMER"
"17268",9,"243","CANNOT BE DEFINED"
"17267",5,"221","POTENTIAL CHURNERS"
"17266",9,"432","ACTIVE"
"17265",6,"222","POTENTIAL CHURNERS"
"17264",3,"111","CHURNED CUSTOMER"
"17263",4,"211","CHURNED CUSTOMER"
"17262",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17261",3,"111","CHURNED CUSTOMER"
"17260",3,"111","CHURNED CUSTOMER"
"17259",8,"233","POTENTIAL CHURNERS"
"17258",5,"122","CANNOT BE DEFINED"
"17257",4,"121","CHURNED CUSTOMER"
"17256",7,"232","CANNOT BE DEFINED"
"17255",8,"332","ACTIVE"
"17254",9,"432","ACTIVE"
"17253",6,"411","NEW CUSTOMERS"
"17252",6,"222","POTENTIAL CHURNERS"
"17251",6,"222","POTENTIAL CHURNERS"
"17250",8,"422","ACTIVE"
"17249",3,"111","CHURNED CUSTOMER"
"17248",6,"222","POTENTIAL CHURNERS"
"17247",6,"411","NEW CUSTOMERS"
"17246",4,"121","CHURNED CUSTOMER"
"17245",6,"222","POTENTIAL CHURNERS"
"17244",9,"333","ACTIVE"
"17243",12,"444","LOYAL"
"17242",9,"234","CANNOT BE DEFINED"
"17241",9,"144","SLIPPING AWAY, CANNOT LOSE"
"17240",3,"111","CHURNED CUSTOMER"
"17239",8,"233","POTENTIAL CHURNERS"
"17238",12,"444","LOYAL"
"17237",10,"433","LOYAL"
"17236",11,"443","LOYAL"
"17235",11,"443","LOYAL"
"17234",4,"211","CHURNED CUSTOMER"
"17233",8,"332","ACTIVE"
"17232",8,"422","ACTIVE"
"17231",12,"444","LOYAL"
"17230",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17229",5,"221","POTENTIAL CHURNERS"
"17228",12,"444","LOYAL"
"17227",11,"443","LOYAL"
"17226",7,"223","POTENTIAL CHURNERS"
"17225",3,"111","CHURNED CUSTOMER"
"17224",3,"111","CHURNED CUSTOMER"
"17223",6,"222","POTENTIAL CHURNERS"
"17222",9,"333","ACTIVE"
"17221",10,"433","LOYAL"
"17220",12,"444","LOYAL"
"17219",6,"321","ACTIVE"
"17218",12,"444","LOYAL"
"17217",5,"221","POTENTIAL CHURNERS"
"17216",3,"111","CHURNED CUSTOMER"
"17215",3,"111","CHURNED CUSTOMER"
"17214",9,"333","ACTIVE"
"17213",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17212",6,"222","POTENTIAL CHURNERS"
"17211",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17210",3,"111","CHURNED CUSTOMER"
"17209",5,"122","CANNOT BE DEFINED"
"17208",3,"111","CHURNED CUSTOMER"
"17207",3,"111","CHURNED CUSTOMER"
"17206",5,"311","NEW CUSTOMERS"
"17205",8,"323","ACTIVE"
"17204",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17203",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17202",3,"111","CHURNED CUSTOMER"
"17201",9,"333","ACTIVE"
"17200",6,"132","CHURNED CUSTOMER"
"17199",3,"111","CHURNED CUSTOMER"
"17198",10,"433","LOYAL"
"17197",7,"313","CANNOT BE DEFINED"
"17196",5,"122","CANNOT BE DEFINED"
"17195",4,"112","CHURNED CUSTOMER"
"17194",6,"222","POTENTIAL CHURNERS"
"17193",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17192",3,"111","CHURNED CUSTOMER"
"17191",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17190",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17189",8,"233","POTENTIAL CHURNERS"
"17188",12,"444","LOYAL"
"17187",6,"222","POTENTIAL CHURNERS"
"17186",6,"321","ACTIVE"
"17185",5,"131","CANNOT BE DEFINED"
"17184",4,"121","CHURNED CUSTOMER"
"17183",11,"434","LOYAL"
"17182",4,"121","CHURNED CUSTOMER"
"17181",7,"322","POTENTIAL CHURNERS"
"17180",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17179",8,"233","POTENTIAL CHURNERS"
"17178",4,"112","CHURNED CUSTOMER"
"17177",3,"111","CHURNED CUSTOMER"
"17176",7,"223","POTENTIAL CHURNERS"
"17175",9,"333","ACTIVE"
"17174",4,"211","CHURNED CUSTOMER"
"17173",12,"444","LOYAL"
"17172",8,"323","ACTIVE"
"17171",6,"222","POTENTIAL CHURNERS"
"17170",5,"221","POTENTIAL CHURNERS"
"17169",9,"333","ACTIVE"
"17168",4,"112","CHURNED CUSTOMER"
"17167",5,"122","CANNOT BE DEFINED"
"17166",6,"321","ACTIVE"
"17165",8,"233","POTENTIAL CHURNERS"
"17164",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17163",9,"432","ACTIVE"
"17162",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17161",5,"122","CANNOT BE DEFINED"
"17160",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17159",10,"433","LOYAL"
"17158",9,"333","ACTIVE"
"17157",12,"444","LOYAL"
"17156",4,"112","CHURNED CUSTOMER"
"17155",10,"442","CANNOT BE DEFINED"
"17154",5,"311","NEW CUSTOMERS"
"17153",6,"411","NEW CUSTOMERS"
"17152",8,"233","POTENTIAL CHURNERS"
"17151",3,"111","CHURNED CUSTOMER"
"17150",8,"233","POTENTIAL CHURNERS"
"17149",3,"111","CHURNED CUSTOMER"
"17148",5,"311","NEW CUSTOMERS"
"17147",12,"444","LOYAL"
"17146",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17145",8,"134","SLIPPING AWAY, CANNOT LOSE"
"17144",9,"423","CANNOT BE DEFINED"
"17143",6,"123","CHURNED CUSTOMER"
"17142",8,"233","POTENTIAL CHURNERS"
"17141",6,"132","CHURNED CUSTOMER"
"17140",5,"212","CHURNED CUSTOMER"
"17139",12,"444","LOYAL"
"17138",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17137",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17136",3,"111","CHURNED CUSTOMER"
"17135",11,"443","LOYAL"
"17134",6,"222","POTENTIAL CHURNERS"
"17133",12,"444","LOYAL"
"17132",6,"123","CHURNED CUSTOMER"
"17131",11,"434","LOYAL"
"17129",3,"111","CHURNED CUSTOMER"
"17128",4,"211","CHURNED CUSTOMER"
"17127",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17126",9,"243","CANNOT BE DEFINED"
"17125",5,"311","NEW CUSTOMERS"
"17124",4,"211","CHURNED CUSTOMER"
"17123",7,"223","POTENTIAL CHURNERS"
"17122",7,"232","CANNOT BE DEFINED"
"17121",3,"111","CHURNED CUSTOMER"
"17120",4,"211","CHURNED CUSTOMER"
"17119",8,"422","ACTIVE"
"17118",4,"211","CHURNED CUSTOMER"
"17117",4,"211","CHURNED CUSTOMER"
"17116",4,"112","CHURNED CUSTOMER"
"17115",11,"434","LOYAL"
"17114",10,"442","CANNOT BE DEFINED"
"17113",8,"134","SLIPPING AWAY, CANNOT LOSE"
"17112",3,"111","CHURNED CUSTOMER"
"17111",7,"322","POTENTIAL CHURNERS"
"17110",7,"232","CANNOT BE DEFINED"
"17109",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17108",3,"111","CHURNED CUSTOMER"
"17107",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17106",4,"112","CHURNED CUSTOMER"
"17105",6,"222","POTENTIAL CHURNERS"
"17104",4,"112","CHURNED CUSTOMER"
"17103",4,"112","CHURNED CUSTOMER"
"17102",4,"211","CHURNED CUSTOMER"
"17101",12,"444","LOYAL"
"17100",9,"423","CANNOT BE DEFINED"
"17099",4,"112","CHURNED CUSTOMER"
"17098",5,"122","CANNOT BE DEFINED"
"17097",11,"443","LOYAL"
"17096",12,"444","LOYAL"
"17095",12,"444","LOYAL"
"17094",6,"222","POTENTIAL CHURNERS"
"17093",3,"111","CHURNED CUSTOMER"
"17092",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17091",12,"444","LOYAL"
"17090",12,"444","LOYAL"
"17089",3,"111","CHURNED CUSTOMER"
"17088",9,"333","ACTIVE"
"17087",3,"111","CHURNED CUSTOMER"
"17086",10,"433","LOYAL"
"17085",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17084",10,"334","CANNOT BE DEFINED"
"17083",10,"244","SLIPPING AWAY, CANNOT LOSE"
"17082",10,"334","CANNOT BE DEFINED"
"17081",10,"433","LOYAL"
"17080",11,"443","LOYAL"
"17079",5,"311","NEW CUSTOMERS"
"17078",7,"322","POTENTIAL CHURNERS"
"17077",3,"111","CHURNED CUSTOMER"
"17076",9,"333","ACTIVE"
"17075",11,"443","LOYAL"
"17074",3,"111","CHURNED CUSTOMER"
"17073",10,"433","LOYAL"
"17072",3,"111","CHURNED CUSTOMER"
"17071",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17070",6,"222","POTENTIAL CHURNERS"
"17069",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17068",12,"444","LOYAL"
"17067",5,"122","CANNOT BE DEFINED"
"17066",3,"111","CHURNED CUSTOMER"
"17065",4,"121","CHURNED CUSTOMER"
"17064",7,"322","POTENTIAL CHURNERS"
"17063",12,"444","LOYAL"
"17062",8,"233","POTENTIAL CHURNERS"
"17061",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17060",4,"211","CHURNED CUSTOMER"
"17059",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17058",9,"333","ACTIVE"
"17057",3,"111","CHURNED CUSTOMER"
"17056",3,"111","CHURNED CUSTOMER"
"17055",3,"111","CHURNED CUSTOMER"
"17054",9,"333","ACTIVE"
"17053",5,"212","CHURNED CUSTOMER"
"17052",6,"312","CANNOT BE DEFINED"
"17051",7,"232","CANNOT BE DEFINED"
"17050",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17049",12,"444","LOYAL"
"17048",9,"243","CANNOT BE DEFINED"
"17047",9,"333","ACTIVE"
"17046",8,"233","POTENTIAL CHURNERS"
"17045",7,"232","CANNOT BE DEFINED"
"17044",12,"444","LOYAL"
"17043",11,"344","SLIPPING AWAY, CANNOT LOSE"
"17042",10,"433","LOYAL"
"17041",9,"333","ACTIVE"
"17040",6,"222","POTENTIAL CHURNERS"
"17039",5,"113","CANNOT BE DEFINED"
"17038",7,"322","POTENTIAL CHURNERS"
"17037",7,"313","CANNOT BE DEFINED"
"17036",3,"111","CHURNED CUSTOMER"
"17035",7,"232","CANNOT BE DEFINED"
"17034",10,"433","LOYAL"
"17033",9,"333","ACTIVE"
"17032",9,"144","SLIPPING AWAY, CANNOT LOSE"
"17031",11,"434","LOYAL"
"17030",5,"311","NEW CUSTOMERS"
"17029",9,"243","CANNOT BE DEFINED"
"17028",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17027",10,"343","SLIPPING AWAY, CANNOT LOSE"
"17026",6,"231","POTENTIAL CHURNERS"
"17025",9,"333","ACTIVE"
"17024",7,"331","NEW CUSTOMERS"
"17023",5,"122","CANNOT BE DEFINED"
"17022",6,"321","ACTIVE"
"17021",7,"133","SLIPPING AWAY, CANNOT LOSE"
"17020",6,"123","CHURNED CUSTOMER"
"17019",12,"444","LOYAL"
"17018",9,"333","ACTIVE"
"17017",12,"444","LOYAL"
"17016",4,"112","CHURNED CUSTOMER"
"17015",8,"323","ACTIVE"
"17014",8,"422","ACTIVE"
"17012",4,"112","CHURNED CUSTOMER"
